Sector,Climate And Business Need,Solutions,Market Maturity,Market Maturity Number,Business Model,Type,SeedYN,GrantYN,SeriesX,Total Non-Equity Funding,Total Funding Amount (in USD),Total Equity Funding Amount (in USD),Funding Rank,Series Rank,Seed Rank,Scale Rank
Transversal Technologies,Materials Innovation,Materials Acceleration Platforms (MAPs),Early Market,13,Software,Mitigation,9,2,4,8349222,151155777,140545180,6,4,6,3
Transversal Technologies,Process Digitalization,Computational and Generative Design,Early Market,13,Software,Mitigation,1,1,2,565856,73737327,73141471,4,2,1,2
Transversal Technologies,Process Digitalization,"Automation, Digitalization and Optimization ",Market Scale,21,Software,Mitigation,1,0,10,33981126,630509133,596528007,9,7,1,5
Transversal Technologies,Process Digitalization,"Supervisory Control (SCADA), Data Management and Edge Orchestration",Market Scale,21,Software,Mitigation,0,0,5,6000000,319499508,313499508,7,5,1,4
Transversal Technologies,Process Digitalization,Digital Twins and Simulation,Mature Market,34,Software,Mitigation,4,1,6,120025721,449526082,329470361,8,5,4,4
Transversal Technologies,Process Digitalization,Process Energy Management and Optimization,Market Scale,21,Software,Mitigation,3,0,4,2183257,156525861,154342604,6,4,3,3
Transversal Technologies,Process Digitalization,Predictive Maintenance and Performance Management,Market Scale,21,Software,Mitigation,2,1,7,12711753,494195212,481483459,8,6,2,5
Transversal Technologies,Process Digitalization,Industrial Robotics,Market Scale,21,HW/SW,Mitigation,4,1,8,446483,1016428782,1015982299,9,7,4,5
Transversal Technologies,Process Digitalization,"Internet of Things (IoT) Sensors, Monitoring and Integration",Mature Market,34,HW/SW,Mitigation,3,1,9,1552000,722818623,721266623,9,7,3,5
Transversal Technologies,Process Digitalization,Energy Harvesting,Early Market,13,Hardware,Mitigation,2,1,2,4184656,171699138,164064840,6,2,2,3
Transversal Technologies,Earth Observation,Weather Forecasting and Extreme WX Prediction,Market Scale,21,Software,Hybrid,4,2,5,3241820,459008604,454581280,8,5,4,4
Transversal Technologies,Earth Observation,Earth Observation Platforms and Intelligence,Mature Market,34,Software,Hybrid,7,2,8,39336991,808236635,768899644,9,7,6,5
Transversal Technologies,Earth Observation,Geospatial and Multispectral Imaging,Market Scale,21,Hardware,Hybrid,2,0,10,14582112,766264067,751681955,9,7,2,5
Transversal Technologies,Earth Observation,Drone-based Observation and Analytics,Market Scale,21,HW/SW,Hybrid,1,0,5,8170000,553053574,544883574,9,5,1,5
Transversal Technologies,Earth Observation,Ocean Monitoring,Early Market,13,HW/SW,Hybrid,6,1,6,28754471,505284400,473649455,8,5,6,4
Transversal Technologies,Data Centers,Data Center Heat Recovery,Commercial,8,Hardware,Mitigation,1,0,1,26785832,307823725,281037893,7,1,1,3
Transversal Technologies,Data Centers,Data Center Chip Cooling,Early Market,13,Hardware,Mitigation,1,1,5,5226183,357031873,351805690,8,5,1,4
Transversal Technologies,Data Centers,Modular Data Center Energy Efficiency and Energy Provisioning,Early Market,13,HW/SW,Mitigation,3,0,1,40025000,209340488,169315488,6,1,3,2
Transversal Technologies,Data Centers,"Cloud Efficiency, Virtualization and Green Software",Market Scale,21,Software,Mitigation,3,0,9,832482368,1533778699,701296331,10,7,3,5
Transversal Technologies,Data Centers,Chip Design,Mature Market,34,Hardware,Mitigation,0,0,6,1860755,1927596263,1925735508,10,5,1,5
Transversal Technologies,Circularity Management,Circular Asset Management and Disposition,Early Market,13,Software,Mitigation,2,0,5,100000,85943483,85843483,5,5,2,3
Transversal Technologies,Circularity Management,"Repair, Service and Refurb Platforms",Early Market,13,Software,Mitigation,4,0,1,544065,20703663,20159598,2,1,4,1
Transversal Technologies,Circularity Management,Recommerce / Resale as a Service (RaaS),Market Scale,21,Software,Mitigation,4,0,8,3861340,580828492,576967152,9,7,4,5
